InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_E32-16s_v5,,,32.0,256,,2.419,0.465174,westcentralus,"V1,V2"
Standard_E32-16s_v5,,,32.0,256,,2.24,0.29568,westus,"V1,V2"
Standard_E32-16s_v5,,,32.0,256,,2.016,0.340704,westus2,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.368,0.238694,centralus,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.096,0.2096,eastus,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.096,0.220709,eastus2,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.096,0.225739,northcentralus,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.515,0.2515,southcentralus,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.368,0.2368,westus,"V1,V2"
Standard_E32-8ads_v5,,,32.0,256,,2.096,0.210438,westus2,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.278,0.2278,centralus,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.016,0.2016,eastus,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.016,0.2016,eastus2,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.016,0.2016,northcentralus,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.419,0.2419,southcentralus,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.24,0.224,westus,"V1,V2"
Standard_E32-8as_v4,,,32.0,256,,2.016,0.2016,westus2,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,2.043,0.205934,centralus,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,1.808,0.1808,eastus,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,1.808,0.190382,eastus2,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,1.808,0.194722,northcentralus,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,2.17,0.217,southcentralus,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,2.016,0.2016,westus,"V1,V2"
Standard_E32-8as_v5,,,32.0,256,,1.808,0.181523,westus2,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.604,0.270556,centralus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.304,0.967219,eastus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.304,0.233626,northcentralus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.995,0.412112,southcentralus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.765,0.347008,westcentralus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.592,0.308189,westus,"V1,V2"
Standard_E32-8ds_v4,,,32.0,256,,2.304,0.355738,westus2,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.604,0.27993,centralus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.304,0.96745,eastus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.304,0.242842,northcentralus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.765,0.514843,southcentralus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.765,0.462584,westcentralus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.592,0.342144,westus,"V1,V2"
Standard_E32-8ds_v5,,,32.0,256,,2.304,0.396058,westus2,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.334,0.236901,centralus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.016,0.84672,eastus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.128,0.932702,eastus2,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.016,0.214099,northcentralus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.333,0.415041,southcentralus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.333,0.308189,westcentralus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.24,0.292768,westus,"V1,V2"
Standard_E32-8s_v3,,,32.0,256,,2.016,0.336672,westus2,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.278,0.236684,centralus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.016,0.846317,eastus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.016,0.602784,eastus2,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.016,0.204019,northcentralus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.419,0.356802,southcentralus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.419,0.32342,westcentralus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.24,0.266336,westus,"V1,V2"
Standard_E32-8s_v4,,,32.0,256,,2.016,0.325987,westus2,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.278,0.244885,centralus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.016,0.846518,eastus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.016,0.886838,eastus2,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.016,0.212486,northcentralus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.419,0.477027,southcentralus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.419,0.465174,westcentralus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.24,0.29568,westus,"V1,V2"
Standard_E32-8s_v5,,,32.0,256,,2.016,0.340704,westus2,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.368,0.238694,centralus,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.096,0.2096,eastus,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.096,0.220709,eastus2,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.096,0.225739,northcentralus,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.515,0.2515,southcentralus,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.368,0.2368,westus,"V1,V2"
Standard_E32ads_v5,,,32.0,256,,2.096,0.210438,westus2,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.278,0.2278,centralus,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.016,0.2016,eastus,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.016,0.2016,eastus2,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.016,0.2016,northcentralus,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.419,0.2419,southcentralus,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.24,0.224,westus,"V1,V2"
Standard_E32as_v4,,,32.0,256,,2.016,0.2016,westus2,"V1,V2"
Standard_E32as_v5,,,32.0,256,,2.043,0.205934,centralus,"V1,V2"
Standard_E32as_v5,,,32.0,256,,1.808,0.1808,eastus,"V1,V2"
Standard_E32as_v5,,,32.0,256,,1.808,0.190382,eastus2,"V1,V2"
Standard_E32as_v5,,,32.0,256,,1.808,0.194722,northcentralus,"V1,V2"
Standard_E32as_v5,,,32.0,256,,2.17,0.217,southcentralus,"V1,V2"
Standard_E32as_v5,,,32.0,256,,2.016,0.2016,westus,"V1,V2"
Standard_E32as_v5,,,32.0,256,,1.808,0.181523,westus2,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.278,0.2278,centralus,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.016,0.2016,eastus,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.016,0.2016,eastus2,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.016,0.2016,northcentralus,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.419,0.2419,southcentralus,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.24,0.224,westus,"V1,V2"
Standard_E32a_v4,,,32.0,256,,2.016,0.2016,westus2,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,3.019,1.2076,centralus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,2.672,1.0688,eastus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,2.672,1.0688,eastus2,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,2.672,1.0688,northcentralus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,3.206,1.2824,southcentralus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,3.206,1.2824,westcentralus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,3.024,1.2096,westus,"V1,V2"
Standard_E32bds_v5,,,32.0,256,,2.672,1.0688,westus2,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.694,1.0776,centralus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.384,0.9536,eastus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.384,0.9536,eastus2,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.384,0.9536,northcentralus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.861,1.1444,southcentralus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.861,1.1444,westcentralus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.672,1.0688,westus,"V1,V2"
Standard_E32bs_v5,,,32.0,256,,2.384,0.9536,westus2,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.604,0.270556,centralus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.304,0.967219,eastus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.304,0.233626,northcentralus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.995,0.412112,southcentralus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.765,0.347008,westcentralus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.592,0.308189,westus,"V1,V2"
Standard_E32ds_v4,,,32.0,256,,2.304,0.355738,westus2,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.604,0.27993,centralus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.304,0.96745,eastus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.304,0.242842,northcentralus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.765,0.514843,southcentralus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.765,0.462584,westcentralus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.592,0.342144,westus,"V1,V2"
Standard_E32ds_v5,,,32.0,256,,2.304,0.396058,westus2,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.604,0.270556,centralus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.304,0.967219,eastus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.304,0.233626,northcentralus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.995,0.412112,southcentralus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.765,0.347008,westcentralus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.592,0.308189,westus,"V1,V2"
Standard_E32d_v4,,,32.0,256,,2.304,0.355738,westus2,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.604,0.27993,centralus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.304,0.96745,eastus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.304,1.01353,eastus2,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.304,0.242842,northcentralus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.765,0.514843,southcentralus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.765,0.462584,westcentralus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.592,0.342144,westus,"V1,V2"
Standard_E32d_v5,,,32.0,256,,2.304,0.396058,westus2,"V1,V2"
Standard_E32pds_v5,,,32.0,208,,2.083,0.8332,centralus,V2
Standard_E32pds_v5,,,32.0,208,,1.843,0.7372,eastus,V2
Standard_E32pds_v5,,,32.0,208,,1.843,0.7372,eastus2,V2
Standard_E32pds_v5,,,32.0,208,,1.843,0.7372,northcentralus,V2
Standard_E32pds_v5,,,32.0,208,,2.212,0.8848,southcentralus,V2
Standard_E32pds_v5,,,32.0,208,,2.212,0.8848,westcentralus,V2
Standard_E32pds_v5,,,32.0,208,,2.08,0.832,westus,V2
Standard_E32pds_v5,,,32.0,208,,1.843,0.7372,westus2,V2
Standard_E32ps_v5,,,32.0,208,,1.822,0.7288,centralus,V2
Standard_E32ps_v5,,,32.0,208,,1.613,0.6452,eastus,V2
Standard_E32ps_v5,,,32.0,208,,1.613,0.6452,eastus2,V2
Standard_E32ps_v5,,,32.0,208,,1.613,0.6452,northcentralus,V2
Standard_E32ps_v5,,,32.0,208,,1.935,0.774,southcentralus,V2
Standard_E32ps_v5,,,32.0,208,,1.935,0.774,westcentralus,V2
Standard_E32ps_v5,,,32.0,208,,1.792,0.7168,westus,V2
Standard_E32ps_v5,,,32.0,208,,1.613,0.6452,westus2,V2
Standard_E32s_v3,,,32.0,256,,2.334,0.236901,centralus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.016,0.84672,eastus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.128,0.932702,eastus2,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.016,0.214099,northcentralus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.333,0.415041,southcentralus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.333,0.308189,westcentralus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.24,0.292768,westus,"V1,V2"
Standard_E32s_v3,,,32.0,256,,2.016,0.336672,westus2,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.278,0.236684,centralus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.016,0.846317,eastus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.016,0.602784,eastus2,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.016,0.204019,northcentralus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.419,0.356802,southcentralus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.419,0.32342,westcentralus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.24,0.266336,westus,"V1,V2"
Standard_E32s_v4,,,32.0,256,,2.016,0.325987,westus2,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.278,0.244885,centralus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.016,0.846518,eastus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.016,0.886838,eastus2,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.016,0.212486,northcentralus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.419,0.477027,southcentralus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.419,0.465174,westcentralus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.24,0.29568,westus,"V1,V2"
Standard_E32s_v5,,,32.0,256,,2.016,0.340704,westus2,"V1,V2"
Standard_E32_v3,,,32.0,256,,2.334,0.236901,centralus,V1
Standard_E32_v3,,,32.0,256,,2.016,0.84672,eastus,V1
Standard_E32_v3,,,32.0,256,,2.128,0.932702,eastus2,V1
Standard_E32_v3,,,32.0,256,,2.016,0.214099,northcentralus,V1
Standard_E32_v3,,,32.0,256,,2.333,0.415041,southcentralus,V1
Standard_E32_v3,,,32.0,256,,2.333,0.308189,westcentralus,V1
Standard_E32_v3,,,32.0,256,,2.24,0.29232,westus,V1
Standard_E32_v3,,,32.0,256,,2.016,0.336672,westus2,V1
Standard_E32_v4,,,32.0,256,,2.278,0.236684,centralus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.016,0.846317,eastus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.016,0.602784,eastus2,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.016,0.204019,northcentralus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.419,0.356802,southcentralus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.419,0.32342,westcentralus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.24,0.266336,westus,"V1,V2"
Standard_E32_v4,,,32.0,256,,2.016,0.325987,westus2,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.278,0.244885,centralus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.016,0.846518,eastus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.016,0.886838,eastus2,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.016,0.212486,northcentralus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.419,0.477027,southcentralus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.419,0.465174,westcentralus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.24,0.29568,westus,"V1,V2"
Standard_E32_v5,,,32.0,256,,2.016,0.340704,westus2,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.296,0.029837,centralus,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.262,0.0262,eastus,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.262,0.027589,eastus2,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.262,0.028217,northcentralus,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.314,0.0314,southcentralus,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.296,0.0296,westus,"V1,V2"
Standard_E4-2ads_v5,,,4.0,32,,0.262,0.026305,westus2,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.285,0.0285,centralus,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.252,0.0252,eastus,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.252,0.0252,eastus2,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.252,0.0252,northcentralus,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.302,0.0302,southcentralus,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.28,0.028,westus,"V1,V2"
Standard_E4-2as_v4,,,4.0,32,,0.252,0.0252,westus2,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.255,0.025704,centralus,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.226,0.0226,eastus,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.226,0.023798,eastus2,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.226,0.02434,northcentralus,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.271,0.0271,southcentralus,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.252,0.0252,westus,"V1,V2"
Standard_E4-2as_v5,,,4.0,32,,0.226,0.02269,westus2,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.325,0.033768,centralus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.288,0.120902,eastus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.288,0.126691,eastus2,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.288,0.029203,northcentralus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.374,0.051462,southcentralus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.346,0.043423,westcentralus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.324,0.038524,westus,"V1,V2"
Standard_E4-2ds_v4,,,4.0,32,,0.288,0.044467,westus2,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.325,0.034938,centralus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.288,0.120931,eastus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.288,0.126691,eastus2,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.288,0.030355,northcentralus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.346,0.064425,southcentralus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.346,0.057886,westcentralus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.324,0.042768,westus,"V1,V2"
Standard_E4-2ds_v5,,,4.0,32,,0.288,0.049507,westus2,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.292,0.029638,centralus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.252,0.10584,eastus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.266,0.116588,eastus2,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.252,0.026762,northcentralus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.292,0.051947,southcentralus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.292,0.038573,westcentralus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.296,0.038687,westus,"V1,V2"
Standard_E4-2s_v3,,,4.0,32,,0.252,0.042084,westus2,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.285,0.029612,centralus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.252,0.10579,eastus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.252,0.075348,eastus2,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.252,0.025502,northcentralus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.302,0.044545,southcentralus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.302,0.040377,westcentralus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.28,0.033292,westus,"V1,V2"
Standard_E4-2s_v4,,,4.0,32,,0.252,0.040748,westus2,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.285,0.030638,centralus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.252,0.105815,eastus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.252,0.110855,eastus2,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.252,0.026561,northcentralus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.302,0.059554,southcentralus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.302,0.058075,westcentralus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.28,0.03696,westus,"V1,V2"
Standard_E4-2s_v5,,,4.0,32,,0.252,0.042588,westus2,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.553,0.358142,centralus,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.144,0.3144,eastus,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.144,0.331063,eastus2,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.144,0.338609,northcentralus,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.773,0.3773,southcentralus,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.552,0.3552,westus,"V1,V2"
Standard_E48ads_v5,,,48.0,384,,3.144,0.315658,westus2,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.417,0.3417,centralus,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.024,0.3024,eastus,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.024,0.3024,eastus2,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.024,0.3024,northcentralus,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.629,0.3629,southcentralus,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.36,0.336,westus,"V1,V2"
Standard_E48as_v4,,,48.0,384,,3.024,0.3024,westus2,"V1,V2"
Standard_E48as_v5,,,48.0,384,,3.065,0.308952,centralus,"V1,V2"
Standard_E48as_v5,,,48.0,384,,2.712,0.2712,eastus,"V1,V2"
Standard_E48as_v5,,,48.0,384,,2.712,0.285574,eastus2,"V1,V2"
Standard_E48as_v5,,,48.0,384,,2.712,0.292082,northcentralus,"V1,V2"
Standard_E48as_v5,,,48.0,384,,3.254,0.3254,southcentralus,"V1,V2"
Standard_E48as_v5,,,48.0,384,,3.024,0.3024,westus,"V1,V2"
Standard_E48as_v5,,,48.0,384,,2.712,0.272285,westus2,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.417,0.3417,centralus,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.024,0.3024,eastus,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.024,0.3024,eastus2,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.024,0.3024,northcentralus,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.629,0.3629,southcentralus,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.36,0.336,westus,"V1,V2"
Standard_E48a_v4,,,48.0,384,,3.024,0.3024,westus2,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.529,1.8116,centralus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.008,1.6032,eastus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.008,1.6032,eastus2,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.008,1.6032,northcentralus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.81,1.924,southcentralus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.81,1.924,westcentralus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.536,1.8144,westus,"V1,V2"
Standard_E48bds_v5,,,48.0,384,,4.008,1.6032,westus2,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,4.041,1.6164,centralus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,3.576,1.4304,eastus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,3.576,1.4304,eastus2,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,3.576,1.4304,northcentralus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,4.291,1.7164,southcentralus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,4.291,1.7164,westcentralus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,4.008,1.6032,westus,"V1,V2"
Standard_E48bs_v5,,,48.0,384,,3.576,1.4304,westus2,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.905,0.40573,centralus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.456,1.450829,eastus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.456,1.520294,eastus2,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.456,0.350438,northcentralus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,4.493,0.618237,southcentralus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,4.147,0.520448,westcentralus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.888,0.462283,westus,"V1,V2"
Standard_E48ds_v4,,,48.0,384,,3.456,0.533606,westus2,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.905,0.419788,centralus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.456,1.451174,eastus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.456,1.520294,eastus2,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.456,0.364262,northcentralus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,4.147,0.772171,southcentralus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,4.147,0.693793,westcentralus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.888,0.513216,westus,"V1,V2"
Standard_E48ds_v5,,,48.0,384,,3.456,0.594086,westus2,"V1,V2"
Standard_E48d_v4,,,48.0,384,,3.905,0.40573,centralus,"V1,V2"
Standard_E48d_v4,,,48.0,384,,3.456,1.450829,eastus,"V1,V2"
Standard_E48d_v4,,,48.0,384,,3.456,1.520294,eastus2,"V1,V2"
